beneficiary_id,aadhaar,name,state,district,subsidy_type,amount,income,distributor_id,claim_date
7ac2bd1f-e8c5-49d8-b6de-ee9622406853,685524266758,Hema Banik,Rajasthan,Sangli-Miraj & Kupwad,LPG Subsidy,11034.36,208087.37,DIST-94,2025-04-20
b871d30b-c3d9-46b9-b150-196e2018ca12,817224758279,Megha Ravel,Maharashtra,Bhiwandi,PMAY,10006.9,200415.88,DIST-7809,2025-10-09
b60d450a-1294-4351-93fa-79f0a18fc818,805745358695,Charvi Uppal,Uttar Pradesh,Katihar,PMAY,133482.96,4027403.78,DIST-6456,2025-03-29
1daf28f0-79a8-4272-9bca-0c8e3b387b38,739801239665,Bhavya Gandhi,Telangana,Bhavnagar,LPG Subsidy,23854.77,652565.62,DIST-7016,2025-07-25
52c39389-47fb-4a94-8bcf-994b2fb7d236,888965270106,Pratyush Acharya,Assam,Bharatpur,PM-KISAN,40179.06,571646.74,DIST-2847,2025-04-27
e7115975-7f87-48a1-b458-167f15893588,879599224327,Suhani Swaminathan,Himachal Pradesh,Ujjain,PMAY,8915.05,505386.71,DIST-1881,2025-02-15
a5a67755-9065-4dfc-a6d5-8ffc68e228c7,961958748100,Jeevika Parsa,Odisha,Gulbarga,MGNREGA,20759.1,160666.21,DIST-9623,2025-06-20
613b6fca-bc65-4b36-b8da-5e6ff76e1a28,221357527957,Gabriel Badal,Nagaland,Pondicherry,Fertilizer Subsidy,22348.63,706711.91,DIST-2976,2026-02-06
6b678512-213c-4c1b-9b91-4c12f40fac70,652548104075,Riya Kakar,Madhya Pradesh,Chinsurah,MGNREGA,21272.09,540579.92,DIST-8568,2025-11-26
5afe1cc3-d192-4476-9ce0-d24c4c5d0b09,194398053985,Oviya Chakraborty,Karnataka,Khammam,LPG Subsidy,21697.68,520583.63,DIST-2610,2025-07-22
baacad1e-6f34-425f-9374-aed2877efbb4,548596212170,Vivaan Bumb,Tamil Nadu,Surendranagar Dudhrej,LPG Subsidy,20821.78,491262.13,DIST-4468,2025-05-30
a5ec7306-9151-4623-9bd6-22a189c6e632,380653482269,Jasmit Deol,Nagaland,Sikar,MGNREGA,19340.57,322585.57,DIST-5354,2025-08-12
8fcabaf6-79a0-44d9-92cd-0f95da0c26ea,784963555418,Ekalinga Lalla,Rajasthan,Jamshedpur,Fertilizer Subsidy,46493.72,493127.62,DIST-4234,2025-04-02
1d9549dc-dd64-479a-8af5-0bfa9dcb1b38,514983934160,Garima Lad,Andhra Pradesh,Hindupur,MGNREGA,5571.89,261461.27,DIST-7587,2026-01-26
05778fde-58d4-4ce6-8d34-a140e22fc26f,836544152983,Michael Kakar,Nagaland,Machilipatnam,LPG Subsidy,19403.69,855916.79,DIST-1149,2025-10-03
5db9f4d0-bb3e-4da4-a1d2-3472050b9c54,738847311666,Vanya Wali,Punjab,Davanagere,MGNREGA,12753.11,513246.36,DIST-3459,2025-12-31
11f5be85-2942-4bd6-9622-e45c1db86ce9,152102226682,Amaira Kapoor,Uttar Pradesh,Bhagalpur,MGNREGA,33302.82,450792.32,DIST-7879,2026-01-06
2ce9cfc6-39d8-463e-a341-2d6c44c78b54,795587421002,Thomas Mitter,Bihar,Aurangabad,PM-KISAN,40548.89,310969.91,DIST-8950,2025-12-25
6fe1a886-5947-4e28-8b72-70f7533dbdb4,522532893362,Prisha Kala,Uttar Pradesh,Ludhiana,PMAY,16566.17,221927.68,FRAUD-DIST-6517,2026-01-21
1380ca19-87bf-43d8-a44c-b1a8ca9e451f,729182971563,Orinder Nazareth,Telangana,Bikaner,LPG Subsidy,21155.4,800562.63,DIST-3045,2025-11-29
38836191-f031-49b8-bc8d-1cec77988f2d,199890176054,Barkha Raju,Meghalaya,Nandyal,Fertilizer Subsidy,46483.43,170991.1,DIST-6954,2025-12-14
d96ff6eb-ba31-4209-a897-173a6e990126,103826168347,Jeevika Naik,Assam,Amritsar,PM-KISAN,4359.73,733149.09,DIST-7498,2025-06-28
37cde0d0-e9e5-471e-a0db-0073671136cd,361436380390,Pavani Dhillon,Mizoram,Suryapet,Fertilizer Subsidy,27104.83,51605.96,DIST-9235,2025-06-26
8196d346-22ff-4540-8a18-4d79ad047249,996707749590,Luke Dhingra,Sikkim,Tiruvottiyur,PM-KISAN,41654.76,590350.39,DIST-6229,2025-12-31
f03dc8e1-1a20-41b0-bc6b-56f1f2356c64,941800076414,Gagan Bahri,Tripura,Kakinada,LPG Subsidy,24669.36,755533.08,DIST-289,2025-12-15
4c597823-c7bf-4c5f-a19e-233dcd33f067,543844853181,Abhiram Sura,Tamil Nadu,Ajmer,Fertilizer Subsidy,27819.13,776039.71,DIST-6829,2025-09-24
e0fa88da-7b0b-473a-8e0e-5b0f562d4350,173450770680,Damyanti Raja,Tamil Nadu,Tirunelveli,LPG Subsidy,45217.75,463900.04,DIST-5995,2025-07-08
82f3c39d-b800-4d4b-a654-d70089c40028,967479227213,Waida Krishna,Sikkim,Serampore,PMAY,7258.68,448037.23,DIST-7863,2025-04-19
7d1405da-2c66-499d-b362-9af221619303,441467438486,Wridesh Bath,Assam,Panvel,LPG Subsidy,44820.61,752646.49,DIST-8422,2025-09-26
fc32d0fe-3959-47aa-8eb2-d621b691dac6,415840399337,Tripti Morar,Himachal Pradesh,Singrauli,Fertilizer Subsidy,9632.47,530583.74,DIST-9226,2025-12-10
19087008-c952-4107-9cac-8cb35ab62f2a,681751439929,Jason Kant,Nagaland,Coimbatore,PM-KISAN,2223.0,159391.98,DIST-2028,2026-01-16
3e3a3c0b-2ac7-49d6-bae8-00d620546f50,428967008083,Farhan Natarajan,Himachal Pradesh,Ahmednagar,Fertilizer Subsidy,29923.15,50790.47,DIST-741,2025-09-02
ece3b52e-ba34-4915-bb4f-b57f93b5b42f,371912151489,Maya Karnik,Jharkhand,Kumbakonam,PM-KISAN,14752.99,567264.15,DIST-1282,2026-01-20
5b653bf7-5abd-46e0-be29-646720487501,771067522084,Ayush Nair,Chhattisgarh,Ichalkaranji,PM-KISAN,3212.55,137150.42,DIST-6018,2025-07-31
12d48336-b835-4385-ae57-6df665d39713,522318336235,Naveen Mander,Sikkim,Parbhani,PM-KISAN,9039.1,961683.48,DIST-3785,2025-11-23
b8a6c049-843a-44d6-8f26-326deda2f54f,456178740237,Vedant Sehgal,Karnataka,Aurangabad,MGNREGA,17061.83,564427.84,DIST-5775,2025-06-22
04065d7b-b03f-4120-8908-9048cdb3726e,454261789544,Balveer Tata,Haryana,Mumbai,MGNREGA,4127.63,885104.37,DIST-8956,2025-05-22
5cb620e4-2178-4497-92ce-38a6fcf8c025,682717122848,Isaac Raman,Tamil Nadu,Fatehpur,PMAY,19070.21,486707.36,DIST-1100,2026-02-07
07c14d4f-4579-4421-9f39-312364faf11c,347837123859,Wyatt Bhargava,Telangana,Kirari Suleman Nagar,LPG Subsidy,33237.85,449207.4,DIST-3654,2025-07-19
e0a31d54-2b3c-4a6a-94f9-ab409464d360,387486110679,Daksh Buch,Bihar,Giridih,PMAY,2245.34,707559.98,DIST-8989,2025-10-11
b517f4ec-3493-4c36-acde-a8bde0c5c147,421577169764,Oviya Dyal,Manipur,Saharsa,Fertilizer Subsidy,36197.09,351926.26,DIST-9141,2025-07-24
8dbbed11-5524-4626-8197-0ba75f9e033d,253290068411,Matthew Mandal,Mizoram,Vijayanagaram,PM-KISAN,30799.3,296751.1,DIST-8972,2025-10-02
0cd6569b-7ec0-4738-be47-bb36f93992e7,235269592276,Baghyawati Varty,Manipur,Hindupur,PMAY,7762.05,289467.93,FRAUD-DIST-6517,2026-01-21
50236b5a-1566-4286-9ea5-797288eb4de6,802927558445,Darsh Buch,Goa,Gudivada,LPG Subsidy,32924.51,330406.04,DIST-4464,2025-04-02
581d0ddd-246d-4dfa-bd19-da4aafbae79f,109514619274,Ojas Thakkar,Jharkhand,Jalgaon,Fertilizer Subsidy,8966.14,456845.66,DIST-9678,2025-07-18
b7278e72-edc3-4708-8345-2e6f73640830,167826815671,Jagrati Khurana,Telangana,Ranchi,LPG Subsidy,46251.77,364835.66,DIST-5291,2026-01-29
657a6f94-6b29-476b-9ef5-fb4266686a3d,237300139216,Yashica Dhar,Meghalaya,Amravati,LPG Subsidy,43091.47,748417.93,DIST-1352,2025-02-21
33b49171-2239-4921-8fd3-30cdf5c43010,792587001888,Siddharth Amble,Karnataka,Silchar,MGNREGA,3652.1,266555.35,DIST-5666,2025-04-16
b9395829-e967-4503-98e4-1614b0d40ebd,553088914628,Aadi Doshi,Chhattisgarh,Bikaner,LPG Subsidy,26729.32,650904.9,DIST-1111,2025-07-03
af379919-5dec-49f3-b30e-abf59ee9ddff,129778718789,Ekaja Talwar,Kerala,Tirupati,PMAY,5187.49,325660.09,DIST-7714,2025-08-24
5454a886-fe0d-4204-a5eb-14ef629bc46d,640416764049,Ekapad Korpal,Mizoram,Faridabad,PMAY,35575.8,122245.45,DIST-7659,2025-08-11
74f3788f-2fc0-47c5-b8b6-a9e5c895871e,277506526117,Gavin Kurian,Tripura,Bhalswa Jahangir Pur,Fertilizer Subsidy,2776.42,711992.41,DIST-6299,2025-11-19
72af42ea-bc09-4adb-baf2-3187cfafc1a9,614500588191,Aadhya Krish,Chhattisgarh,Karimnagar,Fertilizer Subsidy,47195.74,655205.86,DIST-6887,2025-08-09
bdbc3f3d-5e7f-4779-8d74-eb6e11f9c167,913564740868,Vihaan Loyal,Uttar Pradesh,Tirupati,Fertilizer Subsidy,42343.8,235509.48,DIST-4678,2025-02-25
142df222-19fa-470e-904e-4559e578df4f,469555644972,Girish Srinivasan,Andhra Pradesh,Ahmedabad,PMAY,18866.98,143779.22,DIST-1480,2025-10-17
dcc35280-6f2e-4de6-92dd-29bbb14df5c2,254337776134,Logan Salvi,Maharashtra,Karimnagar,LPG Subsidy,19446.72,277554.07,DIST-8399,2025-08-27
edb22e3b-79d0-4e2c-bc26-a722b931ece3,554795057400,Abhimanyu Dora,Haryana,Vadodara,PMAY,17665.01,376050.01,DIST-2848,2025-09-07
d917374d-7b6d-4fec-802d-f4d3b542ae6f,332533292929,Hemang Gala,Sikkim,Haldia,Fertilizer Subsidy,22446.41,886926.21,DIST-5039,2025-11-13
817e1465-6a5a-445a-994e-688c6c530db2,191725500208,Vedika Kumar,Kerala,Jehanabad,MGNREGA,20343.07,685769.04,DIST-9691,2025-07-27
1a92fcb0-46ce-4858-8b62-0230adee1f17,127549257445,Gaurika Oommen,Himachal Pradesh,Jamshedpur,PM-KISAN,12687.91,543587.92,DIST-7683,2026-02-10
4b18b08a-3893-4ad3-abed-6f821caaba06,830319672105,Jackson Batta,Arunachal Pradesh,Hospet,Fertilizer Subsidy,12014.25,507105.03,DIST-4446,2025-06-18
a4d25200-c1c1-40fa-9502-50df8d2bd33a,410440772415,Aarnav Krishnamurthy,Tamil Nadu,Bidhannagar,MGNREGA,96505.99,4657536.0,DIST-1879,2026-02-10
6cb9af2c-37e7-4712-acb0-1e69e8291d73,520748626095,Rushil Ghosh,Uttarakhand,Kulti,MGNREGA,43329.8,600457.16,DIST-2652,2025-11-09
6638d06a-e41f-4bf9-bf8d-1c153473a10d,633097739585,Nidra Barad,Uttarakhand,Pudukkottai,LPG Subsidy,2958.21,319920.94,DIST-7373,2025-11-30
c480c795-b8f8-4d13-873b-0f038d1967ab,286635371439,Indrajit Padmanabhan,Nagaland,Loni,Fertilizer Subsidy,6341.94,283376.19,DIST-5772,2025-11-16
bacb11d8-f7e1-4c1d-98f6-74a9909c2cb3,571653042279,Chandani Sant,Arunachal Pradesh,Madurai,Fertilizer Subsidy,34599.77,185015.22,DIST-2782,2025-11-27
55ad7a0d-2307-411b-b4f3-4f9533ff8064,133918852381,Baljiwan Saini,Punjab,Saharanpur,PM-KISAN,6612.64,944205.91,DIST-3223,2025-09-25
efca4d72-32cf-409f-8778-64d2e9254c2a,870570523913,Gavin Nagar,Tamil Nadu,Bidhannagar,PM-KISAN,36739.04,147127.19,DIST-7843,2025-10-01
3d9d45fb-dba9-4f2d-b30e-80f0da223c90,206507266235,Tanvi Bath,Gujarat,Bilaspur,LPG Subsidy,139454.6,3007100.93,DIST-7890,2025-08-21
a84504a1-9e32-443a-b849-740747afef3a,796632630821,Aashi Rastogi,Sikkim,Jalandhar,LPG Subsidy,12909.5,523131.35,DIST-7271,2025-03-29
39d4bf4d-f6e7-4cb7-bc89-da598602e6a4,568143488300,Nathaniel Tara,Nagaland,Dehri,PM-KISAN,41380.91,887521.85,DIST-195,2025-09-12
f1eaef9d-58a4-4999-b1de-15b292fb40ae,384358784296,Peter Soni,Haryana,Madanapalle,LPG Subsidy,41401.58,440011.65,DIST-2599,2025-07-10
21147f55-8f48-4daa-bca4-82c5d5cb1622,969230889114,Tristan Palan,Telangana,Kulti,PMAY,30744.44,197930.3,DIST-6898,2025-04-22
496ab802-efd3-4ced-962e-c94eb6d19ab3,370500407253,Irya Dayal,Tamil Nadu,Warangal,PMAY,45454.43,638867.21,DIST-2815,2025-08-21
3eaf921c-d77f-44d7-a614-ce04b73ae127,865791684493,Frado Aurora,Chhattisgarh,Bhalswa Jahangir Pur,PM-KISAN,9465.58,868446.94,DIST-3910,2025-03-12
14cfa525-c1a3-4d97-905f-69d3d1c56113,436931300766,Suhani Sachdev,Goa,Ahmednagar,MGNREGA,5315.74,859618.45,DIST-6966,2026-02-06
0fbcb434-2daa-4e04-ae3a-9c9d668c0cad,254549800420,Jonathan Sharaf,Himachal Pradesh,Asansol,PMAY,24475.54,860900.65,DIST-9438,2025-03-02
e9d910ad-80f4-4555-a148-5ff63f7f86b7,287720121060,Jyoti Sangha,Tamil Nadu,Bulandshahr,PM-KISAN,19587.55,246270.47,DIST-8634,2025-10-10
5168b85b-385c-4252-8c60-929031779a5a,107301868846,Daniel Upadhyay,Mizoram,Kadapa,PMAY,19445.13,917271.14,DIST-458,2025-10-30
39a85641-3640-4e8d-ada5-cc1e1bddd655,358736247785,Forum Kala,Telangana,Motihari,MGNREGA,5247.88,467950.44,DIST-8098,2025-10-21
7fa73591-eefc-462d-8c5a-490bc6810185,588479348476,Sai Bhasin,Tamil Nadu,Shimla,PMAY,23876.41,206013.06,DIST-482,2025-06-24
9e5afa3a-ef7e-4258-908c-64fa971387ad,996250146623,Eta Behl,Meghalaya,Ozhukarai,PM-KISAN,15609.87,194908.2,FRAUD-DIST-6517,2026-01-21
83ece071-e456-42fd-be28-aabe7dc96966,189250388904,Kashish Seth,Mizoram,Mirzapur,Fertilizer Subsidy,14176.87,791707.64,DIST-7741,2025-04-25
6267e8c7-2e98-457e-a047-9e54bf807086,426310899310,Radha Kanda,Telangana,Kozhikode,LPG Subsidy,15239.56,488592.27,DIST-8635,2025-02-25
b90e952e-f3d2-4aff-adc2-37159e56627d,698279268798,Pavani Palla,Punjab,Bangalore,Fertilizer Subsidy,49661.84,880238.42,DIST-5474,2025-06-20
73a361dc-e4a6-4b33-b5cd-45f3db71b128,146127745923,Aarini Sahota,Chhattisgarh,Meerut,Fertilizer Subsidy,35298.67,348900.89,DIST-8239,2025-03-17
64c385f8-c899-4ccf-8c5a-3f2b5415ef07,273885564635,Ekaja Bhagat,Manipur,Giridih,LPG Subsidy,12212.46,206117.39,DIST-371,2025-04-26
bd8a882a-1e11-47b7-8051-fde93ac7fe32,582303325378,Omkaar D’Alia,Kerala,Ozhukarai,Fertilizer Subsidy,22366.25,842003.05,DIST-9102,2025-06-18
bb4382d3-8a44-4e7b-b7e3-c41dd5eb634a,557989215467,Baghyawati Hari,Arunachal Pradesh,Junagadh,MGNREGA,37377.72,356511.31,DIST-3756,2025-05-18
3abf6b18-727c-4b8e-a3cd-804ae94a1305,728568708598,Hardik Bava,Arunachal Pradesh,Bardhaman,LPG Subsidy,19966.96,814182.42,DIST-3653,2025-04-14
29421805-7386-457a-b34e-9ddf8571a02f,464306652805,Netra Lata,Kerala,Singrauli,MGNREGA,26780.23,306916.02,DIST-4907,2025-05-28
0393d06f-0144-4061-9437-1b5f0dd16b38,619789020108,Raksha Tiwari,Manipur,Ranchi,Fertilizer Subsidy,1132.38,660420.25,DIST-4576,2025-09-07
c2cd8e27-59fb-4004-9ac6-10bb29182b57,532100679631,Jyoti Mohan,Andhra Pradesh,Burhanpur,LPG Subsidy,37442.82,859039.81,DIST-6425,2025-06-26
ae16f6c3-c7a1-436b-b38c-5c9d5d259d42,515538198503,Nilima Dube,Tamil Nadu,Adoni,PMAY,38137.5,265478.25,DIST-9665,2025-12-01
42aeb729-ad95-4d4f-9136-d801e26fc0c0,285234537225,Neelima Mammen,Haryana,Pondicherry,PMAY,31138.48,89669.66,DIST-7759,2025-11-06
a464ae54-e38b-4e9c-bdfa-035e61b3dfca,230015752821,Luke Dugal,Jharkhand,Durgapur,LPG Subsidy,34940.43,173338.54,DIST-9658,2025-07-08
63def5a8-3253-40c1-9abb-64438fc3487a,752813058123,Zayyan Peri,Karnataka,Sangli-Miraj & Kupwad,Fertilizer Subsidy,30568.53,830474.46,DIST-8167,2026-01-05
04576d46-fcd1-4bb5-a88a-8be43465cafa,711262291922,Watika Tailor,Odisha,Kharagpur,LPG Subsidy,27909.13,597219.58,DIST-3339,2025-12-08
e08637ec-7b87-43af-84b3-998054bf4a42,540452255329,Eiravati Dugar,Goa,Gorakhpur,PM-KISAN,12010.69,632748.28,DIST-2739,2025-11-26
4e52c464-b265-4a0f-a86e-b2703a2dc11f,533760247868,Samesh Varghese,Nagaland,Nagaon,MGNREGA,37179.64,284596.97,DIST-1557,2025-03-11
90e74e01-7094-4da0-8729-515420bb932a,219537817020,Hemang Chawla,Maharashtra,Farrukhabad,PMAY,40738.58,319371.63,DIST-4669,2025-02-23
36670088-4930-4742-bb8f-3b5185ed7a7a,785035983968,Anya Buch,Uttarakhand,Gudivada,PM-KISAN,23302.05,219002.45,DIST-6624,2026-01-24
0794925b-2de2-4f5d-95ed-0921118976be,110005676907,Ganga Rout,Tripura,Ambala,LPG Subsidy,21576.28,563584.58,DIST-9370,2026-01-06
5b66e54c-a35d-498c-bb71-c6a2069aec79,534230768531,Isaac Nanda,Gujarat,Chittoor,MGNREGA,3689.14,759530.54,DIST-9675,2025-09-12
1fecd0fa-2182-48d9-b471-bf21f6591f32,562356026934,Zaid D’Alia,Jharkhand,Chandigarh,PM-KISAN,46726.49,694979.33,DIST-2826,2025-05-06
358e7b55-dcb3-44ce-9c5c-db7929d69012,382433454635,Ganga Kapur,Meghalaya,Kulti,Fertilizer Subsidy,49298.26,910025.6,DIST-4632,2025-08-02
5020ddd9-7aac-4a2b-9943-05f983d8fa0d,604301336139,Anita Ahluwalia,Uttar Pradesh,Nashik,Fertilizer Subsidy,18138.65,755716.31,DIST-6836,2025-03-26
923ffeaa-fc92-4d92-b6d9-29e594b267d3,843435439703,Pushti Chauhan,Uttar Pradesh,Davanagere,Fertilizer Subsidy,20736.11,998842.37,DIST-1602,2025-02-21
ef543c49-46da-4760-9c68-90a4db2cceda,600522424396,Charvi Tandon,Uttarakhand,Dharmavaram,Fertilizer Subsidy,21469.11,467427.98,DIST-4821,2025-11-13
d28e9795-a3e9-4669-af9f-08d3bff75b23,535868045917,Hardik Lalla,Goa,Adoni,PMAY,40466.41,577123.09,DIST-4108,2025-09-27
146d1684-756e-4030-921c-9dc82e8f40d9,474300495014,Saumya Pathak,Sikkim,Kollam,MGNREGA,5162.26,394663.45,DIST-1757,2025-11-22
e53cf4b2-bdad-4d89-8314-eefa00498bad,595875558403,Gopal Prasad,Kerala,Avadi,PMAY,37962.99,952463.82,DIST-2535,2025-08-07
c091e6fb-e7fb-45a0-bd89-cb2d68c0e4ea,688160620091,Aadhya Vora,Odisha,Jalgaon,PMAY,28951.69,352513.73,DIST-7167,2025-07-16
589ef5cd-6dd1-40ed-8087-72069b687907,354727207394,Tamanna Bedi,Mizoram,Muzaffarnagar,PM-KISAN,36747.79,781593.17,DIST-7398,2025-10-19
1fd03ec3-2b44-447f-be94-5980e2aec61b,198512697437,Triya Din,Meghalaya,Ongole,Fertilizer Subsidy,35156.32,365313.37,DIST-6454,2026-01-09
d6cdb8d8-fcb2-4dcc-86ee-e1f395cbd69a,438008704815,Lavanya Chhabra,Manipur,Tiruvottiyur,LPG Subsidy,19385.52,79249.8,DIST-9516,2025-03-17
015bb047-fb25-446d-80ef-de3ae99d8f02,772780179858,Hema Cherian,Sikkim,Giridih,MGNREGA,37631.0,819184.11,DIST-7955,2025-12-19
f82df7db-632b-48c2-9e41-6f6589e0cf76,907780108228,Mitesh Sule,Tripura,Amaravati,PM-KISAN,9758.59,281811.46,DIST-8788,2025-08-08
92963c3b-b978-40ec-9805-48a14d470f2a,289798299040,Aashi Swaminathan,Rajasthan,Dindigul,PMAY,9808.0,788111.82,DIST-2938,2025-11-03
fea41aa8-2ab6-4ec9-a557-cc0f35d64c7e,362249947137,Jackson Brar,Sikkim,Shivpuri,MGNREGA,49905.04,795740.79,DIST-3966,2025-10-26
2600bda5-cf3e-4b90-9876-d8a452f836e0,892804261596,Kala Bains,Sikkim,Aligarh,Fertilizer Subsidy,7458.28,587513.26,DIST-9632,2025-06-08
3f67a829-cf07-43f2-9174-ba6c596b1fa5,532835020747,Qabil Oza,Manipur,Khandwa,LPG Subsidy,47778.93,718620.39,DIST-3077,2026-02-01
6aff65d1-06bb-4de2-a3b9-a050cfe4dba9,514056540406,Dominic Badami,Arunachal Pradesh,Agra,Fertilizer Subsidy,26707.17,867081.61,DIST-2073,2025-08-16
cdfd53db-f8c3-4360-b997-edaa3b1dfcc2,479894716898,Alexander D’Alia,Haryana,Bhilwara,PM-KISAN,24062.3,950666.89,DIST-1225,2025-03-09
c6d7eb0f-b385-4d20-9da2-7c48bb62ad6a,817281301666,Dalaja Kata,Mizoram,Thiruvananthapuram,PMAY,29804.57,933112.4,DIST-7882,2025-08-08
608cbe55-2c63-4dd7-8023-8b6727078515,705024817080,Ira Singh,Chhattisgarh,Bettiah,PM-KISAN,19301.77,734767.01,DIST-1359,2025-07-15
2447725e-76fc-4eb5-b2c5-a1bf1f8410ba,917475896481,Kabir Swamy,Madhya Pradesh,Dhule,PM-KISAN,11122.64,354133.86,DIST-9397,2025-07-16
ba41af78-9d96-42ec-a500-d6fbe313de22,710572570833,Elijah Barad,Uttarakhand,Jehanabad,PM-KISAN,6713.76,114980.32,DIST-608,2025-10-29
730ba3ec-8127-4e6b-91b2-308bbd322f1e,459718500160,Panini Sekhon,Mizoram,Udupi,PMAY,40770.09,411069.32,DIST-3867,2025-12-01
1ac687fa-7211-4b95-9cab-7ec659c380a5,473668397570,Vasana Gill,Odisha,Singrauli,LPG Subsidy,1705.94,713160.97,DIST-1876,2025-12-25
47581c0e-80ee-499a-b701-1689f63ede0e,517847280219,Chatresh Sawhney,Manipur,Gandhidham,LPG Subsidy,18369.02,223536.16,FRAUD-DIST-6517,2026-01-21
86ee89a5-19e3-43eb-be3b-3eb43859f68a,277349350090,Omkaar Rana,Himachal Pradesh,Jabalpur,Fertilizer Subsidy,29508.46,980159.45,DIST-8455,2025-12-16
15a50c4d-5b16-4724-b732-b1b53abc9f66,443247390798,Shravya Gola,Maharashtra,Bahraich,PM-KISAN,48991.18,418437.95,DIST-769,2025-09-17
217c2335-7cde-4862-b160-8172547f3941,633511519051,Yahvi Mani,Meghalaya,Rewa,PM-KISAN,43130.49,946437.03,DIST-8076,2025-04-15
646f8138-2f21-4da9-a1c1-b62f5e0b0c47,514487278792,Januja Minhas,Madhya Pradesh,Munger,Fertilizer Subsidy,98259.32,4541240.22,DIST-5540,2025-05-21
61fc8bb8-8b0a-4059-bcfa-5b09effee84d,187703401077,Balhaar Wali,Chhattisgarh,Karawal Nagar,MGNREGA,25469.75,435944.72,DIST-7299,2025-12-01
3c62d00f-69c6-4638-b95a-2aaf65538cd5,348362064027,Praneel Dube,Karnataka,Kota,LPG Subsidy,40092.39,663645.04,DIST-8881,2025-05-14
8c0c5cc5-7e56-4e8d-8bf8-26e0339298da,381816737416,Udyati More,Uttarakhand,Muzaffarpur,LPG Subsidy,37272.15,624673.28,DIST-8509,2025-02-25
d0f3d2ea-ddb8-47f6-84f1-257c7d38bb92,209670488351,Tanvi Nigam,Tamil Nadu,Dibrugarh,LPG Subsidy,3616.81,108591.38,DIST-6035,2025-07-05
2501edf5-2fc5-4144-bd6b-809b5f01654b,635880959733,Ikshita Joshi,Rajasthan,Bardhaman,MGNREGA,36792.78,114993.82,DIST-4734,2025-03-07
b4072368-0fd3-43ba-abab-baf5183fd716,527127984423,Ubika Raghavan,Punjab,Sangli-Miraj & Kupwad,LPG Subsidy,20590.72,599443.63,DIST-9794,2025-10-26
9523196f-5beb-4127-83f5-9b7da5c5de0e,127434578614,Harsh Warrior,Karnataka,Malda,LPG Subsidy,13660.76,408446.26,DIST-6268,2025-07-06
f36746fa-1ca2-41be-8252-08f4bae25f6f,869151929731,Nirja Pradhan,Meghalaya,Bikaner,LPG Subsidy,8464.62,662099.7,DIST-6811,2025-12-12
f5d997ed-5eb6-4c5c-b873-142751ca4f09,681836592691,Oni Lall,Himachal Pradesh,Parbhani,Fertilizer Subsidy,10405.82,721310.73,DIST-558,2025-09-14
94e65aeb-41e1-41b5-b7c0-6ffeffc12494,994231702201,Patrick Ray,Maharashtra,Eluru,PM-KISAN,16434.18,81207.64,FRAUD-DIST-6517,2026-01-21
781dbf56-c9f0-40fc-b19c-339aad0b07cb,107503094686,Aahana Chahal,Karnataka,Kharagpur,PMAY,9527.0,974282.11,DIST-5153,2025-06-12
36a8d545-5050-4e0a-aabb-769c4e241f69,406104525014,Janya Tak,Haryana,Guwahati,LPG Subsidy,35620.83,451576.12,DIST-7625,2025-07-13
8079cac2-6c6b-405d-848e-87bf070c7c6d,635245227106,Rohan Cheema,Chhattisgarh,Sagar,Fertilizer Subsidy,21577.76,512810.33,DIST-3060,2025-08-05
5a7a4292-7196-4c50-9785-2485ec131f7b,424929455576,Amol Nagar,Kerala,Noida,LPG Subsidy,10329.74,985834.77,DIST-6482,2025-05-28
2d9ef2d7-71aa-4da6-af0d-332e7eca4536,202209043661,Madhav Shere,Chhattisgarh,Siliguri,PMAY,29743.22,202767.84,DIST-6961,2025-04-30
0101c407-4bf1-425a-93e0-9c039997ef5a,296047250795,Bishakha Oak,Nagaland,Kadapa,Fertilizer Subsidy,6529.39,951953.07,DIST-4804,2026-01-20
4e6126e5-5066-47df-8753-2015d8cea822,548116446714,Akshay Banik,Telangana,Guntur,Fertilizer Subsidy,1177.98,774410.76,DIST-4541,2025-07-05
7de93ccd-8bd7-4a78-9a61-d6903fd6eacc,535868045917,Xalak Dhar,Goa,Adoni,PMAY,45253.19,577123.09,DIST-4108,2025-09-27
76d8e548-5d2b-47d1-b595-3d6d1e0fe758,665853898569,Ethan Shankar,Odisha,Surendranagar Dudhrej,PMAY,13860.38,797392.65,DIST-8398,2025-12-04
dfe1ef34-59b4-4a4b-8584-0d71ad72f28e,755822431631,Qarin Korpal,Uttarakhand,Bangalore,PMAY,35523.82,688725.79,DIST-9730,2025-05-04
c3d34f99-152f-4215-9327-5132597d0b8c,237588564869,Hiral Lata,Telangana,Karaikudi,PMAY,44578.82,414090.14,DIST-8519,2025-02-16
1ed7f3ac-f301-4126-ab88-47f8522f531c,260371500701,Bhavika Sunder,Telangana,Rewa,LPG Subsidy,18911.17,875160.7,DIST-2057,2025-07-28
2e199d36-d067-422d-8123-d0ad6dcfca1d,624845076130,Brijesh Rastogi,Telangana,Kanpur,MGNREGA,37888.75,91657.25,DIST-7483,2025-09-22
8290101d-766e-4961-8ccd-52940af34426,358775341381,Vamakshi Gour,Uttarakhand,Patiala,Fertilizer Subsidy,16362.84,729726.79,DIST-6041,2025-06-12
